T_K,J_exp,J_calc,J_trap1,J_trap2,J_trap3,J_trap4
1.266689941406250000e+03,4.351335130484078720e+17,1.178478801975503040e+17,2.587010661004117188e+14,5.368223832431599000e+15,1.044933913717198200e+16,1.023543636390218880e+17
1.269661151592549913e+03,4.304702145555936000e+17,1.107210769176461600e+17,2.463227903265797500e+14,5.086730025914366000e+15,9.857371944360000000e+15,9.607497680948256000e+16
1.272655818058899968e+03,4.289651814702442240e+17,1.039524214441487360e+17,2.343938498085482188e+14,4.817067978855931000e+15,9.293241909227544000e+15,9.011569795688403200e+16
1.275599975585940001e+03,4.276455938062278400e+17,9.768270448570088000e+16,2.231832706474644688e+14,4.565118961602634000e+15,8.768863688405475000e+15,8.459999157690376000e+16
1.277900024414059999e+03,4.232041924871417600e+17,9.304078069971976000e+16,2.147753404504947500e+14,4.377127389070458000e+15,8.379372069591570000e+15,8.051922929713105600e+16
1.281219970703130002e+03,4.207091194115148800e+17,8.670857658390569600e+16,2.031507781025085938e+14,4.118586252792097000e+15,7.846211812392003000e+15,7.495675086458710400e+16
1.284137226562500018e+03,4.155083251190443520e+17,8.149220326494846400e+16,1.934278221711883125e+14,3.903615749962037000e+15,7.405227832927704000e+15,7.037850337411052000e+16
1.286702358398440083e+03,4.131717813645603200e+17,7.715771777828524800e+16,1.852412992177854688e+14,3.723532679169524000e+15,7.037479263592715000e+15,6.657723625955309600e+16
1.289650024414059999e+03,4.106361832876675840e+17,7.245387617911803200e+16,1.762389498824844688e+14,3.526499212735704000e+15,6.636923504929928000e+15,6.245534760393655200e+16
1.292406118539669933e+03,4.078272856120829440e+17,6.830840946978009600e+16,1.681969273593962812e+14,3.351383671238013500e+15,6.282554955456661000e+15,5.882578891020528800e+16
1.295290039062500000e+03,4.038915860023881600e+17,6.422435345687620000e+16,1.601649533259205000e+14,3.177380113831083500e+15,5.932051724505797000e+15,5.525307086082003200e+16
1.297849975585940001e+03,3.975055205647976320e+17,6.080225713436434400e+16,1.533469448781065938e+14,3.030385596657254000e+15,5.637235328325521000e+15,5.226191760522400000e+16
1.299993627929690092e+03,5.351340530639769600e+16,5.807460611676028800e+16,1.478522910758856250e+14,2.912402604679763500e+15,5.401471091391144000e+15,4.987946577304789600e+16
